시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
시흥시,강희맹선생묘,경기도 시흥시 하상로 59,031-310-6707,2021-03-05,,
성남시,청주한씨 문정공파 묘역 신도비,경기도 성남시 분당구 율동 산2-1,,2021-03-05,,
성남시,풍산군 이종린 묘역,경기도 성남시 분당구 하산운동 264-5,,2021-03-05,,
성남시,이수 선생 묘,경기도 성남시 분당구 궁내로 52,,2021-03-05,,
성남시,이경석 선생 묘,경기도 성남시 분당구 석운동 50-7,,2021-03-05,,
성남시,천림산봉수지,경기도 성남시 분당구 금토동 산35-5,,2021-03-05,,
성남시,전주이씨 태안군파 묘역,경기도 성남시 분당구 정자동 산33-1,,2021-03-05,,
성남시,한산이씨 묘역,경기도 성남시 분당구 성남대로 550,,2021-03-05,,
구리시,광개토태왕비ㆍ동상,경기도 구리시 장자대로 34 (교문동),031-557-1010,2021-03-05,,
수원시,수원행궁동벽화골목,경기도 수원시 팔달구 화서문로 82-6,031-228-2409,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,
광주시,광주 남한산성,경기도 광주시 남한산성면 산성리 935-9,,2021-03-05,,

