시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
포천시,아우라지베개용암,경기도 포천시 창수면 신흥리 산209-1,,2021-03-05,,
포천시,한탄강주상절리둘레길,경기도 포천시 영북면 소회산길 366,031-538-2312,2021-03-05,,
남양주시,남양주 슬로시티길,경기도 남양주시 조안면 진중리,031-590-2799,2021-03-05,,
구리시,구리 돌다리길 곱창골목,경기도 구리시 안골로103번길 41,031-550-2233,2021-03-05,,
광명시,광명누리길,경기도 광명시 노온사동 469-19 구름산,02-2680-6462,2021-03-05,,
남양주시,남양주다산길,경기도 남양주시 고산로 184-1,031-590-2416,2021-03-05,,
양평군,두물머리물래길,경기도 양평군 양서면 목왕로 55-10,031-770-2099,2021-03-05,,
포천시,산정호수둘레길,경기도 포천시 영북면 산정호수로411번길 5,031-532-6135,2021-03-05,,
고양시,서오릉나들길,경기도 고양시 덕양구 서오릉로 334-92,02-359-0090,2021-03-05,,
수원시,수원공방거리,경기도 수원시 팔달구 행궁로,031-228-3643,2021-03-05,,
안양시,안양순대곱창골목,경기도 안양시 만안구 냉천로 196,031-8045-2473,2021-03-05,,
평택시,평택소사벌카페거리,경기도 평택시 평남로 일대,031-8024-3232,2021-03-05,,
안산시,바다향기수목원,경기도 안산시 단원구 대부황금로 399,031-8008-6795,2021-03-05,,
여주시,강천섬캠핑장,경기도 여주시 강천면 강천리길 76-14,031-882-7588,2021-03-05,,
경기도,아라걷기길,경기도 김포시 고촌읍 전호리,031-980-2489,2021-03-05,,
부천시,심곡천,경기도 부천시 심곡동 193,031-631-4071,2021-03-05,,
시흥시,시흥늠내길 바다가아름다운길,경기도 시흥시 장현동,031-310-2907,2021-03-05,,
시흥시,시흥오이도선사유적공원,경기도 시흥시 서해안로 113-27,031-310-3460,2021-03-05,,
여주시,여강길,경기도 여주시 단현동 119-1,031-884-9089,2021-03-05,,
연천군,연천평화누리길,경기도 연천군 장남면,031-839-2061,2021-03-05,,
의정부시,의정부소풍길,경기도 의정부시 민락동 산100-14,031-828-4354,2021-03-05,,
시흥시,배곧한울공원,경기도 시흥시 정왕동 2590,031-488-6961,2021-03-05,,
안성시,용설저수지 수변산책로,경기도 안성시 죽산면 용설리 산100-1,031-678-2492,2021-03-05,,
평택시,평택호관광지 수변데크 사색의 길,경기도 평택시 현덕면 평택호길 159,031-8024-8687,2021-03-05,,
하남시,유니온 타워,경기도 하남시 미사대로 710,031-790-6255,2021-03-05,,
화성시,동탄호수공원,경기도 화성시 동탄순환대로 67,,2021-03-05,,
화성시,화성실크로드,경기도 화성시 송산면,031-369-6021,2021-03-05,,
양평군,양평 더그림,경기도 양평군 옥천면 사나사길 175,070-4257-2210,2021-03-05,,
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,,
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,,
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,,
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,,
파주시,파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,,
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,,
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,,
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,,
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,,
가평군,가평 아침고요수목원,경기도 가평군 상면 수목원로 432,031-1544-6703,2021-03-05,,
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,,
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,,
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,,
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,,
광주시,광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,031-8026-6666,2021-03-05,,
양평군,양평 더그림,경기도 양평군 옥천면 사나사길 175,070-4257-2210,2021-03-05,,
양평군,양평 더그림,경기도 양평군 옥천면 사나사길 175,070-4257-2210,2021-03-05,,
양평군,양평 더그림,경기도 양평군 옥천면 사나사길 175,070-4257-2210,2021-03-05,,
양평군,양평 더그림,경기도 양평군 옥천면 사나사길 175,070-4257-2210,2021-03-05,,
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,,
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,,
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,,
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,,
안양시,안양예술공원,경기도 안양시 만안구 석수동 240-18,031-8045-2473,2021-03-05,,
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,,
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,,
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,,
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,,
포천시,포천 허브아일랜드,경기도 포천시 신북면 청신로947번길 35,,2021-03-05,,
용인시,기흥호수공원 (용인8경 중 제3경),경기도 용인시 기흥구 동탄기흥로 923,,2021-03-05,,
용인시,용인농촌테마파크와 연꽃단지  (용인8경 중 제4경),경기도 용인시 처인구 원삼면 농촌파크로 80,,2021-03-05,,
용인시,용인자연휴양림 (용인8경 중 제5경),경기도 용인시 처인구 모현읍 초부로 220,,2021-03-05,,
용인시,조비산 (용인8경 중 제6경),경기도 용인시 처인구 백암면 용천리,,2021-03-05,,
용인시,가실벚꽃 (용인8경 중 제7경),경기도 용인시 처인구 포곡읍 가실리,,2021-03-05,,
용인시,어비낙조 (용인8경 중 제8경),경기도 용인시 처인구 이동읍 어비리  975-3번지,,2021-03-05,,
안양시,병목안시민공원,경기도 안양시 만안구 안양9동 산81-1번지,031-8045-5591,2021-03-05,,
광주시,경안천습지생태공원,경기도 광주시 퇴촌면 정자동길 119,031-760-3762,2021-03-05,,
양주시,장흥자생수목원,경기도 양주시 장흥면 권율로 309번길 167-35,031-826-0933,2021-03-05,,
성남시,성남시립식물원(은행식물원),경기도 성남시 중원구 은행로 72,031-729-4319,2021-03-05,,
부천시,부천자연생태공원,경기도 부천시 원미구 길주로 660,032-320-3000,2021-03-05,,
양주시,일영허브랜드,경기도 양주시 장흥면 일영로 346-26,031-871-4387,2021-03-05,,
광주시,퇴촌식물원,경기도 광주시 퇴촌면 정영로 315,031-766-6517,2021-03-05,,
안성시,허브와풍뎅이,경기도 안성시 죽산면 용설호수길 245-7,031-676-6623,2021-03-05,,
성남시,신구대학식물원,경기도 성남시 수정구 적푸리로 9,031-724-1600,2021-03-05,,
양평군,풀향기허브나라,경기도 양평군 용문면 용문산로 120-7,031-771-1809,2021-03-05,,
남양주시,석화촌,경기도 남양주시 진건읍 사릉로304번길 39-3,031-574-8671,2021-03-05,,
안양시,서울대관악수목원,경기도 안양시 만안구 예술공원로 280,031-473-0071,2021-03-05,,
양평군,들꽃수목원,경기도 양평군 양평읍 수목원길 16,031-772-1800,2021-03-05,,
광주시,율봄식물원,경기도 광주시 태허정로 267-54,031-798-3119,2021-03-05,,
고양시,아를식물원,경기도 고양시 덕양구 오금동 55-3,02-381-4227,2021-03-05,,
고양시,선인장전시관,경기도 고양시 일산동구 호수로 595,031-908-4525,2021-03-05,,
고양시,고양꽃전시관,경기도 고양시 일산동구 호수로 595,031-908-7750,2021-03-05,,
파주시,벽초지문화수목원,경기도 파주시 광탄면 부흥로 242,031-957-2004,2021-03-05,,
안성시,안성허브마을,경기도 안성시 삼죽면 국사봉로 641-12,031-671-6969,2021-03-05,,
광주시,곤지암 나드리 수목원,경기도 광주시 곤지암읍 도척로 157,031-765-5190,2021-03-05,,
부천시,도당공원,경기도 부천시 원미구 소사로593번길 124,032-625-3497,2021-03-05,,
양평군,세미원,경기도 양평군 양서면 양수로 93,031-775-1835,2021-03-05,,
양주시,허브힐,경기도 양주시 남면 양연로 305,031-866-7672,2021-03-05,,
여주시,해여림빌리지,경기도 여주시 산북면 해여림로 78,031-882-1700,2021-03-05,,
포천시,국립수목원,경기도 포천시 소흘읍 광릉수목원로 415,031-540-2000,2021-03-05,,
오산시,물향기수목원,경기도 오산시 청학로 211,031-378-1261,2021-03-05,,
오산시,맑음터공원,경기도 오산시 오산천로 52,031-8036-6891,2021-03-05,,
가평군,나인포레스트 이화원,경기도 가평군 가평읍 자라섬로 64,031-581-0228,2021-03-05,,
포천시,허브아일랜드,경기도 포천시 신북면 청신로 947번길 35,031-535-6494,2021-03-05,,
평택시,자연테마식물원,경기도 평택시 오성면 숙성리 96,031-8024-4631,2021-03-05,,
의왕시,허브앤조이,경기도 의왕시 한직골남로 10,031-426-0606,2021-03-05,,
화성시,화성 우리꽃식물원,경기도 화성시 팔탈면 3.1만세로 777-17,031-369-6163,2021-03-05,,
하남시,하남 나무고아원,경기도 하남시 대청로 10,031-790-6413,2021-03-05,,
성남시,맹산생태학습원,경기도 성남시 분당구 판교로 628,031-702-1192,2021-03-05,,
가평군,유명산자생식물원,경기도 가평군 설악면 유명산길 79-53,031-585-9643,2021-03-05,,
가평군,대성리국민관광지,경기도 가평군 청평면 대성강변길 44,031-580-2067,2021-03-05,,
연천군,동막골유원지,경기도 연천군 연천읍 동막리 635,031-839-2061,2021-03-05,,
포천시,풍혈산유원지,경기도 포천시 영중면 성동리 37-1,031-538-4450,2021-03-05,,
용인시,고기리유원지,경기도 용인시 수지구 고기동 818,,2021-03-05,,
양주시,기산유원지,경기도 양주시 백석읍 기산리 산90,,2021-03-05,,
양주시,신흥레저타운,경기도 양주시 장흥면 유원지로 406-9,031-855-5029,2021-03-05,,
연천군,열두개울유원지,경기도 연천군 청산면 초성리,031-839-2901,2021-03-05,,
포천시,깊이울유원지캠핑장,경기도 포천시 신북면 깊이울로 71,010-3254-5155,2021-03-05,,
남양주시,팔당유원지,경기도 남양주시 와부읍 팔당리,031-590-4900,2021-03-05,,
남양주시,수동국민관광지,경기도 남양주시 수동면 내방2리 211,031-590-2793,2021-03-05,,
양주시,일영유원지,경기도 양주시 장흥면 일영리 산 17-1,010-5442-6017,2021-03-05,,
양주시,송추유원지,경기도 양주시 장흥면 울대리,,2021-03-05,,
의정부시,원도봉유원지,경기도 의정부시 호원동 230-85,031-828-8000,2021-03-05,,
가평군,유명산자연휴양림,경기도 가평군 설악면 유명산길 79-53,031-589-5487,2021-03-05,,
양평군,설매재자연휴양림,경기도 양평군 옥천면 용천로 510,031-774-6959,2021-03-05,,
가평군,청평자연휴양림,경기도 가평군 청평면 북한강로 2246번길 8-6,031-584-0528,2021-03-05,,
양평군,산음자연휴양림,경기도 양평군 단월면 고북길 347,031-774-8133,2021-03-05,,
포천시,국망봉자연휴양림,경기도 포천시 이동면 늠바위길 207-28,031-532-0014,2021-03-05,,
용인시,용인자연휴양림,경기도 용인시 처인구 모현면 초부로220,031-336-0040,2021-03-05,,
가평군,칼봉산자연휴양림,경기도 가평군 가평읍 경반안로 454,031-8078-8062,2021-03-05,,
포천시,천보산 자연휴양림,경기도 포천시 원동교길 303,031-544-6678,2021-03-05,,
남양주시,축령산자연휴양림,경기도 남양주시 수동면 축령산로 299,031-8008-6690,2021-03-05,,
포천시,운악산 자연휴양림,경기도 포천시 화현면 화동로 184,031-534-6330,2021-03-05,,
양평군,용문산자연휴양림,경기도 양평군 양평읍 약수사길 78-14,031-775-4005,2021-03-05,,
양평군,중미산자연휴양림,경기도 양평군 옥천면 중미산로 11,031-771-7166,2021-03-05,,
의왕시,백운산,경기도 의왕시 왕곡로 257,031-452-8580,2021-03-05,,
의왕시,오봉산,경기도 의왕시 고천동 산24-1,031-345-3521,2021-03-05,,
화성시,백미항,경기도 화성시 서신면 백미길 210-34,031-356-3379,2021-03-05,,
화성시,우음도,경기도 화성시 송산면 고정리 산1-38,031-369-8315,2021-03-05,,
화성시,화성호,경기도 화성시 서신면 궁평리 702,,2021-03-05,,
양평군,서후리숲,경기도 양평군 서종면 거북바위1길 200,031-774-2387,2021-03-05,,
이천시,마이산,경기도 이천시 율면 산양리 산33,,2021-03-05,,
이천시,설성산,경기도 이천시 장호원읍 선읍리 산115-1,,2021-03-05,,
이천시,건지산,경기도 이천시 마장면 해월리 산 28-8,,2021-03-05,,
이천시,대덕산,경기도 이천시 호법면 송갈리 산 77,,2021-03-05,,
이천시,백족산,경기도 이천시 장호원읍 어석리,,2021-03-05,,
이천시,와룡산,경기도 이천시 호법면 이섭대천로 191-32,,2021-03-05,,
안성시,흔들바위,경기도 안성시 일죽면 종배길 115,031-677-1330,2021-03-05,,
오산시,수청근린공원(현충탑),경기도 오산시 수청동 산 32-1,031-8036-6473,2021-03-05,,
수원시,광교산 산림욕장,경기도 수원시 장안구 파장동,,2021-03-05,,
수원시,효행공원,경기도 수원시 장안구 파장동 39-6,,2021-03-05,,
광주시,태화산,경기도 광주시 도척면,031-760-2468,2021-03-05,,
용인시,조비산,경기도 용인시 처인구 백암면,,2021-03-05,,
용인시,광교산,경기도 용인시 수지구 동천동,,2021-03-05,,
용인시,수지 형제봉,경기도 용인시 수지구 동천동 인근,,2021-03-05,,
용인시,백운산,경기도 용인시 수지구 신봉동,,2021-03-05,,
용인시,법화산,경기도 용인시 기흥구 구성동,,2021-03-05,,
용인시,석성산,경기도 용인시 기흥구 동백동,,2021-03-05,,
용인시,매미산,경기도 용인시 기흥구 서농동,,2021-03-05,,
용인시,청명산,경기도 용인시 기흥구 신갈동,,2021-03-05,,
용인시,문수산,경기도 용인시 처인구 모현면 동림리 81-4,,2021-03-05,,
용인시,정광산,경기도 용인시 처인구 모현면,,2021-03-05,,
용인시,숲해설,경기도 용인시 처인구 모현면 초부로 220,,2021-03-05,,
안성시,안성낙원역사공원,경기도 안성시 장기로 91번길 22,031-678-2744,2021-03-05,,
안성시,서운산 자연휴양림,경기도 안성시 금광면 상중리 산 19번지,031-678-2913,2021-03-05,,
안산시,안산호수공원,경기도 안산시 상록구 사3동 1509,,2021-03-05,,
안산시,노적봉 공원,경기도 안산시 상록구 성포동 산39-1,031-481-3179,2021-03-05,,
광명시,가학산,경기도 광명시 가학동 산13,02-2680-6576,2021-03-05,,
광명시,서독산,경기도 광명시 일직동 산28,,2021-03-05,,
광명시,가림산 둘레길,경기도 광명시 하안동 산69-1,,2021-03-05,,
과천시,청계산,경기도 과천시 막계동,02-3677-2343,2021-03-05,,
의왕시,청계산맑은숲공원,경기도 의왕시 청계동 1번지,,2021-03-05,,
가평군,아침고요가족동물원,경기도 가평군 상면 임초밤안골로 301,031-8078-7115,2021-03-05,,
남양주시,물맑음수목원,경기도 남양주시 수동면 지둔로307번길 47-4,031-590-4076,2021-03-05,,
남양주시,남양주오남호수공원,경기도 남양주시 오남읍 오남리 산50-2,031-590-2416,2021-03-05,,

